no,name,class,gender,rarity,pitch,pace,signature,description
508,River God's Musing · Bell Drift,Spirit & Divine,Masculine,4,High,Drift,no,"Adult man. A languid river deity who answers prayers on geological timescales. The voice is a rich, bell-like register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. A temper banked like coals — not out, never out."
509,River God's Musing · Bell Lounge,Spirit & Divine,Masculine,4,High,Lounge,no,"Adult man. A languid river deity who answers prayers on geological timescales. The voice is a rich, bell-like register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. Kindness delivered like a favor you cannot refuse."
510,River God's Musing · Bell Pulse,Spirit & Divine,Masculine,3,High,Pulse,no,"Adult man. A languid river deity who answers prayers on geological timescales. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Pitch lifts whenever something fascinates them. Wonder leaks through every other line."
511,River God's Musing · Honey Drift,Spirit & Divine,Masculine,4,Mid,Drift,no,"Adult man. A languid river deity who answers prayers on geological timescales. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Something far away listens through the voice."
512,River God's Musing · Honey Lounge,Spirit & Divine,Masculine,4,Mid,Lounge,no,"Adult man. A languid river deity who answers prayers on geological timescales. The voice is a warm, honeyed mid register, carried on a languid, lounging drawl. Hums a little tune while thinking. Underneath the noise, there is warmth that sneaks up on you."
513,Star Oracle,Spirit & Divine,Feminine,5,Mid,Drift,yes,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Curiosity always wins over caution."
514,Star Oracle · Bell Lounge,Spirit & Divine,Feminine,3,High,Lounge,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a rich, bell-like register, carried on a languid, lounging drawl. Hums a little tune while thinking. The patience of someone who has waited centuries."
515,Star Oracle · Bell Pulse,Spirit & Divine,Feminine,4,High,Pulse,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. A temper banked like coals — not out, never out."
516,Star Oracle · Honey Drift,Spirit & Divine,Feminine,4,Mid,Drift,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Pitch lifts whenever something fascinates them. Kindness delivered like a favor you cannot refuse."
517,Star Oracle · Honey Lounge,Spirit & Divine,Feminine,3,Mid,Lounge,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a warm, honeyed mid register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Wonder leaks through every other line."
518,Star Oracle · Honey Pulse,Spirit & Divine,Feminine,4,Mid,Pulse,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a warm, honeyed mid register, carried on a hypnotic, metronome-steady pulse. Hums a little tune while thinking. Something far away listens through the voice."
519,Star Oracle · Crystal Drift,Spirit & Divine,Feminine,4,High,Drift,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Repeats the final word of a sentence softer, like an echo. Underneath the noise, there is warmth that sneaks up on you."
520,Star Oracle · Crystal Lounge,Spirit & Divine,Feminine,3,High,Lounge,no,"Young woman. An ethereal seer who describes the future like a fond memory. The voice is a crisp, glass-clear register, carried on a languid, lounging drawl. Pitch lifts whenever something fascinates them. A quiet current of menace runs beneath the polish."
521,Neon Alley,Street & Urban,Feminine,5,Low,Dash,yes,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. The patience of someone who has waited centuries."
522,Neon Alley · Velvet Lounge,Street & Urban,Feminine,4,Low,Lounge,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. A temper banked like coals — not out, never out."
523,Neon Alley · Velvet Tale,Street & Urban,Feminine,3,Low,Tale,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a smoky, velvet-low register, carried on rolling, storytelling swells. Barely moves their lips, words slipping out sideways. Kindness delivered like a favor you cannot refuse."
524,Neon Alley · Gravel Dash,Street & Urban,Feminine,4,Low,Dash,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a gravelly, weathered register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. Wonder leaks through every other line."
525,Neon Alley · Gravel Tick,Street & Urban,Feminine,4,Low,Tick,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a gravelly, weathered register, carried on clipped, efficient bursts. Drops to a stage whisper when scheming. Something far away listens through the voice."
526,Neon Alley · Gravel Lounge,Street & Urban,Feminine,3,Low,Lounge,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a gravelly, weathered register, carried on a languid, lounging drawl. Laughs low in the chest before saying anything true. Underneath the noise, there is warmth that sneaks up on you."
527,Neon Alley · Gravel Tale,Street & Urban,Feminine,4,Low,Tale,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a gravelly, weathered register, carried on rolling, storytelling swells. Spends words like coins — brief and exact. A quiet current of menace runs beneath the polish."
528,Neon Alley · Husk Dash,Street & Urban,Feminine,4,Low,Dash,no,"Young woman. A streetwise fixer who knows every back door and every debt in the district. The voice is a husky, intimate register, carried on rapid-fire, excitable delivery. Sighs theatrically before every complaint. Zero malice — just pure, uncomplicated joy."
529,Backstreet Beat,Street & Urban,Masculine,5,Low,Dash,yes,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. A temper banked like coals — not out, never out."
530,Backstreet Beat · Gravel Tick,Street & Urban,Masculine,3,Low,Tick,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a gravelly, weathered register, carried on clipped, efficient bursts. Clicks their tongue when annoyed — which is often. Kindness delivered like a favor you cannot refuse."
531,Backstreet Beat · Gravel Lounge,Street & Urban,Masculine,4,Low,Lounge,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a gravelly, weathered register, carried on a languid, lounging drawl. Drops to a stage whisper when scheming. Wonder leaks through every other line."
532,Backstreet Beat · Gravel Tale,Street & Urban,Masculine,4,Low,Tale,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a gravelly, weathered register, carried on rolling, storytelling swells. Laughs low in the chest before saying anything true. Something far away listens through the voice."
533,Backstreet Beat · Husk Dash,Street & Urban,Masculine,3,Low,Dash,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a husky, intimate register, carried on rapid-fire, excitable delivery. Spends words like coins — brief and exact. Underneath the noise, there is warmth that sneaks up on you."
534,Backstreet Beat · Husk Tick,Street & Urban,Masculine,4,Low,Tick,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a husky, intimate register, carried on clipped, efficient bursts. Sighs theatrically before every complaint. A quiet current of menace runs beneath the polish."
535,Backstreet Beat · Husk Lounge,Street & Urban,Masculine,4,Low,Lounge,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a husky, intimate register, carried on a languid, lounging drawl. Barely moves their lips, words slipping out sideways. Zero malice — just pure, uncomplicated joy."
536,Backstreet Beat · Husk Tale,Street & Urban,Masculine,3,Low,Tale,no,"Young man. A rhythm-first hustler who speaks in flow — half rap, half threat, all charisma. The voice is a husky, intimate register, carried on rolling, storytelling swells. Clicks their tongue when annoyed — which is often. Old grief pressed flat beneath the calm."
537,Subway Ghost,Street & Urban,Masculine,5,Low,Dash,yes,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. Kindness delivered like a favor you cannot refuse."
538,Subway Ghost · Husk Dash,Street & Urban,Masculine,4,Low,Dash,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a husky, intimate register, carried on rapid-fire, excitable delivery. Laughs low in the chest before saying anything true. Wonder leaks through every other line."
539,Subway Ghost · Husk Tick,Street & Urban,Masculine,4,Low,Tick,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a husky, intimate register, carried on clipped, efficient bursts. Spends words like coins — brief and exact. Something far away listens through the voice."
540,Subway Ghost · Husk Lounge,Street & Urban,Masculine,3,Low,Lounge,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a husky, intimate register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Underneath the noise, there is warmth that sneaks up on you."
541,Subway Ghost · Husk Tale,Street & Urban,Masculine,4,Low,Tale,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a husky, intimate register, carried on rolling, storytelling swells. Barely moves their lips, words slipping out sideways. A quiet current of menace runs beneath the polish."
542,Subway Ghost · Reed Dash,Street & Urban,Masculine,4,Mid,Dash,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a reedy, nasal register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. Zero malice — just pure, uncomplicated joy."
543,Subway Ghost · Reed Tick,Street & Urban,Masculine,3,Mid,Tick,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a reedy, nasal register, carried on clipped, efficient bursts. Drops to a stage whisper when scheming. Old grief pressed flat beneath the calm."
544,Subway Ghost · Reed Lounge,Street & Urban,Masculine,4,Mid,Lounge,no,"Adult man. A tired, terminally cool drifter who talks like the last train just left. The voice is a reedy, nasal register, carried on a languid, lounging drawl. Laughs low in the chest before saying anything true. Curiosity always wins over caution."
545,Rooftop Static,Street & Urban,Feminine,5,Low,Dash,yes,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. Wonder leaks through every other line."
546,Rooftop Static · Husk Tale,Street & Urban,Feminine,4,Low,Tale,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a husky, intimate register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Something far away listens through the voice."
547,Rooftop Static · Reed Dash,Street & Urban,Feminine,3,Mid,Dash,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a reedy, nasal register, carried on rapid-fire, excitable delivery. Barely moves their lips, words slipping out sideways. Underneath the noise, there is warmth that sneaks up on you."
548,Rooftop Static · Reed Tick,Street & Urban,Feminine,4,Mid,Tick,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a reedy, nasal register, carried on clipped, efficient bursts. Clicks their tongue when annoyed — which is often. A quiet current of menace runs beneath the polish."
549,Rooftop Static · Reed Lounge,Street & Urban,Feminine,4,Mid,Lounge,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a reedy, nasal register, carried on a languid, lounging drawl. Drops to a stage whisper when scheming. Zero malice — just pure, uncomplicated joy."
550,Rooftop Static · Reed Tale,Street & Urban,Feminine,3,Mid,Tale,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a reedy, nasal register, carried on rolling, storytelling swells. Laughs low in the chest before saying anything true. Old grief pressed flat beneath the calm."
551,Rooftop Static · Velvet Dash,Street & Urban,Feminine,4,Low,Dash,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Spends words like coins — brief and exact. Curiosity always wins over caution."
552,Rooftop Static · Velvet Tick,Street & Urban,Feminine,4,Low,Tick,no,"Teenage girl. A skater-diary voice — all wind, adrenaline, and unearned wisdom. The voice is a smoky, velvet-low register, carried on clipped, efficient bursts. Sighs theatrically before every complaint. The patience of someone who has waited centuries."
553,Midnight Vendor,Street & Urban,Feminine,5,Low,Dash,yes,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. Something far away listens through the voice."
554,Midnight Vendor · Reed Lounge,Street & Urban,Feminine,3,Mid,Lounge,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a reedy, nasal register, carried on a languid, lounging drawl. Clicks their tongue when annoyed — which is often. Underneath the noise, there is warmth that sneaks up on you."
555,Midnight Vendor · Reed Tale,Street & Urban,Feminine,4,Mid,Tale,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a reedy, nasal register, carried on rolling, storytelling swells. Drops to a stage whisper when scheming. A quiet current of menace runs beneath the polish."
556,Midnight Vendor · Velvet Dash,Street & Urban,Feminine,4,Low,Dash,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a smoky, velvet-low register, carried on rapid-fire, excitable delivery. Laughs low in the chest before saying anything true. Zero malice — just pure, uncomplicated joy."
557,Midnight Vendor · Velvet Tick,Street & Urban,Feminine,3,Low,Tick,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a smoky, velvet-low register, carried on clipped, efficient bursts. Spends words like coins — brief and exact. Old grief pressed flat beneath the calm."
558,Midnight Vendor · Velvet Lounge,Street & Urban,Feminine,4,Low,Lounge,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Curiosity always wins over caution."
559,Midnight Vendor · Velvet Tale,Street & Urban,Feminine,4,Low,Tale,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a smoky, velvet-low register, carried on rolling, storytelling swells. Barely moves their lips, words slipping out sideways. The patience of someone who has waited centuries."
560,Midnight Vendor · Gravel Dash,Street & Urban,Feminine,4,Low,Dash,no,"Adult woman. A husky-voiced night-market cook who feeds you and interrogates your life choices. The voice is a gravelly, weathered register, carried on rapid-fire, excitable delivery. Clicks their tongue when annoyed — which is often. A temper banked like coals — not out, never out."
561,Center Spotlight,Idol & Stage,Feminine,5,High,Dash,yes,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Underneath the noise, there is warmth that sneaks up on you."
562,Center Spotlight · Bell Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. A quiet current of menace runs beneath the polish."
563,Center Spotlight · Sunbeam Dash,Idol & Stage,Feminine,3,High,Dash,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. Zero malice — just pure, uncomplicated joy."
564,Center Spotlight · Sunbeam Lilt,Idol & Stage,Feminine,4,High,Lilt,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Old grief pressed flat beneath the calm."
565,Center Spotlight · Sunbeam Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a bright, airy high register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. Curiosity always wins over caution."
566,Center Spotlight · Honey Dash,Idol & Stage,Feminine,3,Mid,Dash,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a warm, honeyed mid register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. The patience of someone who has waited centuries."
567,Center Spotlight · Honey Lilt,Idol & Stage,Feminine,4,Mid,Lilt,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. A temper banked like coals — not out, never out."
568,Center Spotlight · Honey Pulse,Idol & Stage,Feminine,4,Mid,Pulse,no,"Young woman. A headliner idol whose speaking voice is already stage-mixed and pitch-perfect. The voice is a warm, honeyed mid register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. Kindness delivered like a favor you cannot refuse."
569,Encore Bloom,Idol & Stage,Feminine,5,High,Dash,yes,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. A quiet current of menace runs beneath the polish."
570,Encore Bloom · Sunbeam Pulse,Idol & Stage,Feminine,3,High,Pulse,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a bright, airy high register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. Zero malice — just pure, uncomplicated joy."
571,Encore Bloom · Honey Dash,Idol & Stage,Feminine,4,Mid,Dash,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a warm, honeyed mid register, carried on rapid-fire, excitable delivery. Drops to a stage whisper when scheming. Old grief pressed flat beneath the calm."
572,Encore Bloom · Honey Lilt,Idol & Stage,Feminine,4,Mid,Lilt,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. Curiosity always wins over caution."
573,Encore Bloom · Honey Pulse,Idol & Stage,Feminine,3,Mid,Pulse,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a warm, honeyed mid register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. The patience of someone who has waited centuries."
574,Encore Bloom · Crystal Dash,Idol & Stage,Feminine,4,High,Dash,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a crisp, glass-clear register, carried on rapid-fire, excitable delivery. Drops to a stage whisper when scheming. A temper banked like coals — not out, never out."
575,Encore Bloom · Crystal Lilt,Idol & Stage,Feminine,4,High,Lilt,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a crisp, glass-clear register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. Kindness delivered like a favor you cannot refuse."
576,Encore Bloom · Crystal Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Teenage girl. A rookie idol converting nervousness directly into sparkle. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. Wonder leaks through every other line."
577,Bass Heartthrob,Idol & Stage,Masculine,5,High,Dash,yes,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Zero malice — just pure, uncomplicated joy."
578,Bass Heartthrob · Honey Pulse,Idol & Stage,Masculine,4,Mid,Pulse,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a warm, honeyed mid register, carried on a hypnotic, metronome-steady pulse. Carries an audible smile through half the lines. Old grief pressed flat beneath the calm."
579,Bass Heartthrob · Crystal Dash,Idol & Stage,Masculine,4,High,Dash,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a crisp, glass-clear register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Curiosity always wins over caution."
580,Bass Heartthrob · Crystal Lilt,Idol & Stage,Masculine,3,High,Lilt,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a crisp, glass-clear register, carried on a bouncy, sing-song lilt. Drops to a stage whisper when scheming. The patience of someone who has waited centuries."
581,Bass Heartthrob · Crystal Pulse,Idol & Stage,Masculine,4,High,Pulse,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Carries an audible smile through half the lines. A temper banked like coals — not out, never out."
582,Bass Heartthrob · Bell Dash,Idol & Stage,Masculine,4,High,Dash,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a rich, bell-like register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Kindness delivered like a favor you cannot refuse."
583,Bass Heartthrob · Bell Lilt,Idol & Stage,Masculine,4,High,Lilt,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Drops to a stage whisper when scheming. Wonder leaks through every other line."
584,Bass Heartthrob · Bell Pulse,Idol & Stage,Masculine,3,High,Pulse,no,"Young man. A smooth-voiced heartthrob who thanks fans like each one personally saved him. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Carries an audible smile through half the lines. Something far away listens through the voice."
585,Arena Hymn,Idol & Stage,Feminine,5,High,Dash,yes,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Old grief pressed flat beneath the calm."
586,Arena Hymn · Crystal Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. Curiosity always wins over caution."
587,Arena Hymn · Bell Dash,Idol & Stage,Feminine,3,High,Dash,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a rich, bell-like register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. The patience of someone who has waited centuries."
588,Arena Hymn · Bell Lilt,Idol & Stage,Feminine,4,High,Lilt,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. A temper banked like coals — not out, never out."
589,Arena Hymn · Bell Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. Kindness delivered like a favor you cannot refuse."
590,Arena Hymn · Sunbeam Dash,Idol & Stage,Feminine,4,High,Dash,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. Wonder leaks through every other line."
591,Arena Hymn · Sunbeam Lilt,Idol & Stage,Feminine,3,High,Lilt,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Something far away listens through the voice."
592,Arena Hymn · Sunbeam Pulse,Idol & Stage,Feminine,4,High,Pulse,no,"Adult woman. A veteran diva whose every phrase carries an arena's worth of muscle memory. The voice is a bright, airy high register, carried on a hypnotic, metronome-steady pulse. Drops to a stage whisper when scheming. Underneath the noise, there is warmth that sneaks up on you."
593,Fanchant Pulse,Idol & Stage,Masculine,5,High,Dash,yes,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Curiosity always wins over caution."
594,Fanchant Pulse · Bell Pulse,Idol & Stage,Masculine,3,High,Pulse,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a rich, bell-like register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. The patience of someone who has waited centuries."
595,Fanchant Pulse · Sunbeam Dash,Idol & Stage,Masculine,4,High,Dash,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Drops to a stage whisper when scheming. A temper banked like coals — not out, never out."
596,Fanchant Pulse · Sunbeam Lilt,Idol & Stage,Masculine,4,High,Lilt,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. Kindness delivered like a favor you cannot refuse."
597,Fanchant Pulse · Sunbeam Pulse,Idol & Stage,Masculine,4,High,Pulse,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a bright, airy high register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. Wonder leaks through every other line."
598,Fanchant Pulse · Honey Dash,Idol & Stage,Masculine,3,Mid,Dash,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a warm, honeyed mid register, carried on rapid-fire, excitable delivery. Drops to a stage whisper when scheming. Something far away listens through the voice."
599,Fanchant Pulse · Honey Lilt,Idol & Stage,Masculine,4,Mid,Lilt,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. Underneath the noise, there is warmth that sneaks up on you."
600,Fanchant Pulse · Honey Pulse,Idol & Stage,Masculine,4,Mid,Pulse,no,"Teenage boy. An idol in training whose gratitude arrives at 180 BPM. The voice is a warm, honeyed mid register, carried on a hypnotic, metronome-steady pulse. Giggles mid-sentence and restarts with double the energy. A quiet current of menace runs beneath the polish."
601,Raven Requiem,Gothic & Dark,Feminine,5,Low,Drift,yes,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. The patience of someone who has waited centuries."
602,Raven Requiem · Wisp Lounge,Gothic & Dark,Feminine,4,Soft,Lounge,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a light, breathy register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. A temper banked like coals — not out, never out."
603,Raven Requiem · Wisp Pulse,Gothic & Dark,Feminine,3,Soft,Pulse,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a light, breathy register, carried on a hypnotic, metronome-steady pulse. Sighs theatrically before every complaint. Kindness delivered like a favor you cannot refuse."
604,Raven Requiem · Husk Drift,Gothic & Dark,Feminine,4,Low,Drift,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a husky, intimate register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Wonder leaks through every other line."
605,Raven Requiem · Husk Lounge,Gothic & Dark,Feminine,4,Low,Lounge,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a husky, intimate register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. Something far away listens through the voice."
606,Raven Requiem · Husk Pulse,Gothic & Dark,Feminine,4,Low,Pulse,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Sighs theatrically before every complaint. Underneath the noise, there is warmth that sneaks up on you."
607,Raven Requiem · Velvet Drift,Gothic & Dark,Feminine,3,Low,Drift,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. A quiet current of menace runs beneath the polish."
608,Raven Requiem · Velvet Lounge,Gothic & Dark,Feminine,4,Low,Lounge,no,"Young woman. A melancholic poet who makes sadness sound like an heirloom. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. Zero malice — just pure, uncomplicated joy."
